i,j,vm_mrs,mem_mrs,backoff_mrs
51,9,427646,82,324
41,39,41111,22,0
78,24,55049,8,0
92,66,224037,65,144
64,27,405455,92,333
30,22,99517,20,39
100,62,46766,7,0
11,8,191086,34,121
89,38,50671,10,0
83,68,369339,86,3314
93,10,48307,11,0
72,68,282686,49,357
62,23,557566,108,1840
74,30,46786,8,0
96,94,46369,8,0
93,29,44252,8,0
71,32,45276,8,0
71,66,50915,10,0
52,16,143934,27,87
87,84,659895,115,11363
99,48,43828,9,0
56,45,416098,80,814
50,23,42126,6,0
89,4,48436,9,0
78,9,44322,8,0
90,70,39742,7,0
91,61,50299,8,0
25,16,295707,61,1054
41,28,48189,8,0
37,14,43770,8,0
60,4,47918,10,0
89,58,44371,8,0
53,14,857690,151,778
86,83,457378,92,3856
77,57,44376,5,0
87,2,50615,8,0
98,44,42280,8,0
71,63,43102,12,0
100,40,34908,7,0
94,67,47623,8,0
56,48,422014,79,613
80,18,53643,9,0
73,6,49549,8,0
99,61,56801,9,0
17,5,333726,64,562
88,58,47278,8,0
63,61,371748,67,304
27,5,47379,9,0
72,47,43430,8,0
65,37,244422,41,748
45,3,100623,14,180
100,55,47959,7,0
72,38,42509,9,0
90,73,43882,9,0
85,28,531441,123,4485
56,29,517598,111,380
78,44,46540,9,0
9,7,148629,21,194
50,49,50692,9,0
44,13,58379,8,0
19,9,280111,50,186
80,77,322237,60,1163
57,38,447843,85,468
31,18,55243,8,0
45,25,48769,9,0
73,23,46174,9,0
68,20,105429,16,35
76,4,46481,5,0
27,1,38977,8,0
77,44,45512,5,0
99,60,50907,9,0
61,8,327170,38,632
85,66,386395,70,811
86,20,46336,7,0
73,53,49023,9,0
52,4,42931,8,0
25,2,46374,8,0
40,18,50545,8,0
62,53,379891,81,737
16,15,464662,90,435
84,77,654020,144,583
43,35,518776,91,430
92,49,51750,9,0
56,49,103163,15,1171
25,10,41493,6,0
81,24,44788,10,0
79,32,50769,10,0
69,16,49401,8,0
77,11,47190,10,0
55,50,299061,54,242
88,46,405227,77,605
85,24,123875,7,0
44,17,56282,9,0
74,53,135705,27,80
50,42,61688,10,0
99,40,44807,8,0
90,47,46180,7,0
94,11,49513,7,0
78,3,44891,9,0
26,17,423528,73,301
40,23,50497,8,0
87,26,418793,84,283
85,52,492775,119,493
76,73,102159,16,343
64,51,470368,83,439
58,56,304058,44,457
22,2,46619,9,0
48,31,243153,38,151
78,71,244550,39,147
95,66,56932,8,0
96,65,40132,5,0
99,50,45442,24,0
49,20,47950,7,0
89,74,103960,22,591
80,50,510180,137,503
71,40,61564,10,0
89,50,51746,8,0
79,5,147028,28,102
71,1,50321,8,0
48,35,282762,58,1203
74,34,51560,7,0
64,42,398630,77,354
43,39,51235,11,0
61,6,192807,30,66
17,12,47767,8,0
92,42,52834,7,0
30,19,47027,9,0
45,10,42973,7,0
64,25,377007,74,264
91,6,45439,7,0
88,68,389715,70,398
63,17,365534,135,334
30,3,42914,8,0
5,4,221665,49,170
52,26,364718,79,281
83,26,48099,8,0
96,35,50346,11,0
18,17,476104,90,492
33,22,41495,10,0
49,14,44836,11,0
48,9,45696,9,0
84,22,499044,82,759
98,47,42347,8,0
50,38,48153,9,0
45,11,37331,8,0
90,52,47661,8,0
93,84,49991,8,0
64,9,476794,86,927
97,63,47511,8,0
70,22,48936,9,0
42,21,51269,8,0
34,13,44018,21,0
69,4,42916,8,0
81,69,97200,19,600
32,12,48538,7,0
99,3,48534,8,0
77,72,46661,8,0
75,5,49739,11,0
72,54,44080,8,0
71,22,40912,9,0
47,30,695556,122,1572
87,13,461238,82,350
23,17,545100,104,487
99,34,56510,8,0
86,48,162505,32,101
54,22,285118,47,415
87,22,296020,54,1584
52,33,514311,253,734
20,14,260296,53,309
64,53,464234,96,341
70,16,54002,8,0
70,19,55343,8,0
66,3,56142,367,0
80,20,50604,10,0
89,70,118312,16,99
39,7,46613,7,0
93,33,42229,7,0
89,26,48346,9,0
73,54,62200,10,0
31,10,45702,8,0
43,1,87873,20,42
74,11,45132,6,0
59,1,60478,8,0
74,51,134896,23,73
65,22,126059,26,85
57,49,442265,86,1035
27,3,43425,6,0
78,18,44035,9,0
80,53,387842,85,1080
97,47,48653,7,0
95,65,50758,8,0
41,3,45615,8,0
85,75,456505,90,503
95,29,46320,8,0
96,51,40439,7,0
90,37,39562,8,0
91,66,43938,9,0
77,28,51653,9,0
30,10,45429,22,0
70,57,46145,9,0
31,6,234410,60,151
38,36,49891,8,0
77,43,44590,8,0
29,6,44096,9,0
50,47,51062,8,0
40,35,48083,8,0
19,10,41442,9,0
95,85,45495,9,0
100,63,47203,8,0
87,50,405012,77,745
60,24,517660,107,2893
29,14,41628,8,0
23,6,175671,119,120
19,7,285239,49,200
100,37,54024,8,0
66,29,39862,8,0
64,15,529679,107,1496
79,53,51137,7,0
70,32,56110,9,0
98,53,51197,10,0
60,34,394748,66,1204
97,9,42430,8,0
77,16,51706,9,0
88,36,216619,35,112
77,3,89242,21,104
52,11,327285,53,289
65,3,51283,7,0
22,8,562844,124,440
88,54,539059,102,1520
94,73,45600,8,0
85,8,504218,134,972
89,77,86653,15,39
71,5,94055,16,117
98,83,278107,47,162
74,64,369834,82,260
27,15,639550,140,1051
76,49,48238,8,0
48,10,47126,8,0
62,29,516134,93,845
35,24,42774,11,0
97,94,53909,9,0
41,17,40009,6,0
78,49,48175,9,0
38,19,51206,10,0
63,27,46528,8,0
66,27,45842,9,0
78,60,41820,8,0
84,19,368935,97,285
54,13,381796,66,545
18,1,44035,8,0
76,64,222687,55,147
79,71,94500,35,0
33,8,53305,8,0
94,26,72211,7,0
63,7,486556,105,359
80,73,237273,38,169
23,12,172971,54,122
99,91,40241,7,0
69,21,44418,7,0
50,13,48068,7,0
82,56,229168,43,212
74,73,335926,63,266
82,18,449425,82,316
61,60,481485,94,388
89,64,113107,17,87
69,51,43783,9,0
68,2,49378,5,0
27,18,642655,117,754
41,30,93955,17,43
45,29,46107,7,0
86,76,463806,87,570
79,27,48937,8,0
71,30,45887,8,0
100,46,43080,7,0
89,54,48376,8,0
54,29,256725,39,158
54,14,370646,86,286
38,25,48618,8,0
88,15,132527,26,2349
58,32,48031,12,0
70,44,45080,8,0
33,28,34105,8,0
97,30,44158,7,0
76,9,47044,9,0
83,11,350323,64,362
78,30,47770,12,0
96,70,44922,5,0
87,72,1022526,207,14390
53,20,50058,8,0
75,40,39443,9,0
34,20,432389,84,311
33,4,41094,10,0
24,20,492291,111,340
69,58,150489,25,80
62,17,327879,57,245
63,1,46643,8,0
98,74,44593,7,0
83,56,400392,72,1409
51,37,375669,72,273
74,15,42885,10,0
24,15,382642,66,285
75,7,36379,8,0
40,16,49822,9,0
55,4,47646,8,0
61,51,41593,8,0
51,16,424438,112,4383
87,36,326865,62,223
93,89,42299,8,0
70,61,47033,7,0
53,42,612819,191,1082
47,21,49789,7,0
87,69,390211,82,3188
69,59,39467,9,0
63,10,368676,98,314
32,29,48697,8,0
83,60,468232,84,2701
30,28,44635,9,0
93,60,47850,8,0
95,78,224128,40,201
62,20,553412,115,603
91,43,53363,11,0
91,29,43627,8,0
77,23,52493,9,0
99,44,51007,8,0
65,1,49776,33,0
79,3,159292,29,245
100,75,49458,6,0
53,35,225737,44,151
47,34,90516,20,35
69,45,39891,9,0
80,47,153055,26,117
63,33,573465,109,498
90,42,45933,7,0
67,15,348339,77,346
98,32,47767,9,0
44,41,261355,46,155
100,69,42416,9,0
65,11,57449,8,0
34,4,49807,7,0
86,81,107451,51,42
98,95,57479,9,0
58,18,463656,119,378
95,23,41419,10,0
82,46,282321,63,340
55,44,376841,85,1465
38,35,37502,8,0
93,31,43099,7,0
92,57,51893,8,0
82,33,380650,74,344
46,10,41481,11,0
50,17,46518,7,0
66,11,40996,9,0
34,16,53776,8,0
100,7,42840,8,0
56,31,487849,122,517
84,70,48763,7,0
68,30,43662,9,0
75,35,41969,10,0
50,19,46740,8,0
96,39,56689,8,0
39,13,46329,8,0
68,33,42723,10,0
13,10,185872,35,1085
46,29,45543,8,0
47,7,583432,133,463
89,66,150591,29,107
64,4,44955,5,0
66,34,45923,23,0
92,87,50521,7,0
71,50,44043,8,0
60,36,600837,114,3002
53,19,369788,73,377
24,14,372797,81,267
97,53,44456,8,0
63,35,271647,64,186
69,57,48058,8,0
70,33,44269,8,0
59,57,47274,8,0
85,18,190401,40,111
83,1,48621,11,0
64,60,435624,83,595
72,28,47486,9,0
32,4,52342,8,0
78,36,53956,8,0
47,25,49166,9,0
85,49,478686,106,434
29,21,49971,10,0
86,42,388052,79,247
100,98,39240,9,0
65,13,42636,9,0
89,42,50004,8,0
74,56,223077,37,211
34,2,48638,7,0
58,26,516761,104,1162
83,25,50650,7,0
52,24,379909,75,280
30,12,48269,8,0
97,60,46766,8,0
46,37,40556,9,0
100,16,3028422,727,6454
61,59,86599,17,36
59,38,175648,31,553
61,5,644211,100,3343
53,25,862554,170,2073
70,56,52375,10,0
43,3,142159,24,80
98,19,46964,8,0
56,20,250431,39,175
92,24,46696,8,0
94,88,44446,8,0
81,20,40322,10,0
25,12,44147,11,0
57,33,318515,54,339
70,53,50375,9,0
70,26,49242,12,0
37,11,39385,8,0
98,42,42402,9,0
41,23,49155,7,0
82,44,275019,52,208
68,45,45866,9,0
87,18,221148,62,174
79,26,43603,8,0
81,43,46778,8,0
94,18,41766,8,0
64,55,410540,83,316
59,23,1905380,352,17097
94,39,44193,8,0
78,65,50693,8,0
80,23,47529,9,0
52,47,419614,109,481
57,5,52361,8,0
86,25,320044,273,759
87,79,194246,29,111
84,74,381694,73,274
69,18,44254,8,0
78,56,50656,9,0
10,2,93256,19,38
28,19,43164,10,0
78,62,45893,9,0
97,8,50654,8,0
58,22,466773,86,345
33,19,144513,61,84
76,48,48987,8,0
60,29,169599,27,85
21,16,394785,101,464
93,86,47780,10,0
81,65,43669,8,0
80,74,230390,41,378
60,7,443963,88,356
74,38,45717,9,0
38,32,580446,102,449
69,9,37184,9,0
40,3,100794,17,60
33,5,47231,9,0
94,10,48972,6,0
61,27,361068,72,401
43,11,470513,90,394
19,2,41248,9,0
12,2,108393,17,194
45,40,209814,52,305
89,75,92556,15,90
83,15,224353,60,233
81,30,59400,8,0
53,50,361057,71,276
52,5,370359,80,298
31,22,93358,19,39
22,4,153005,27,74
34,25,130197,23,76
83,30,346252,66,400
55,47,516792,103,693
70,34,50261,8,0
80,28,46350,8,0
96,17,45859,8,0
74,26,45612,12,0
60,27,646969,105,723
49,15,47834,8,0
88,44,356566,66,461
27,4,100027,17,41
87,6,143362,29,81
35,34,52027,10,0
95,1,43613,10,0
75,47,75646,8,0
62,33,55968,8,0
73,49,63702,8,0
72,17,51116,9,0
86,36,499140,98,347
71,8,45395,10,0
83,54,345330,62,785
50,35,48453,10,0
66,30,46703,10,0
52,41,517508,101,382
20,6,132200,28,81
26,22,304001,56,1391
14,6,44726,8,0
65,57,55943,9,0
97,73,37862,7,0
67,53,52227,9,0
43,20,415235,69,1085
23,10,126031,27,114
89,15,50212,8,0
52,44,409123,82,367
22,11,257075,56,193
75,72,39356,9,0
87,65,431060,79,320
92,20,45688,7,0
80,24,48445,9,0
51,28,52830,8,0
87,44,409547,73,581
96,68,48490,8,0
46,45,42167,10,0
96,60,44314,8,0
75,74,47789,9,0
24,4,40354,10,0
85,38,350419,60,224
84,33,417513,83,754
59,6,414343,36,1028
89,9,55735,11,0
58,12,311826,50,546
51,15,381936,83,1591
50,32,47747,9,0
44,36,532088,2370,622
58,50,743465,128,4195
68,14,48028,10,0
23,22,589071,111,489
96,38,42585,8,0
100,82,51829,8,0
74,42,47094,8,0
69,37,55500,8,0
79,52,49841,9,0
87,35,497759,100,359
39,6,48456,11,0
46,8,46524,8,0
81,1,49975,8,0
68,52,43349,10,0
70,28,45095,8,0
52,2,44410,9,0
14,13,675669,129,1425
37,31,48611,8,0
40,20,53142,8,0
83,19,468051,113,357
82,59,471992,77,1003
57,11,243282,39,284
33,7,43855,9,0
86,44,656150,152,1788
50,11,45171,11,0
95,15,55692,9,0
45,33,43508,27,0
80,61,261909,48,196
82,31,94501,18,288
99,69,53818,9,0
76,33,43165,8,0
86,64,451484,110,596
73,67,47013,9,0
84,78,317614,72,235
91,87,50616,9,0
78,67,134278,27,81
36,17,37630,10,0
32,7,45882,7,0
91,11,43795,7,0
81,34,60944,8,0
13,5,41444,9,0
51,22,526993,141,815
89,62,150426,26,301
97,14,45274,8,0
87,32,350166,83,478
87,66,299982,55,238
86,55,301840,59,680
68,17,43080,10,0
46,40,49263,8,0
26,14,530429,90,467
58,31,95115,15,38
83,52,49982,10,0
100,90,232379,33,475
57,21,419995,86,930
81,14,42117,10,0
60,1,46983,4,0
47,14,43889,8,0
92,84,57420,8,0
48,18,583101,138,701
21,10,46848,9,0
87,45,422079,78,596
36,30,43652,8,0
77,45,51446,11,0
27,20,48318,8,0
66,17,39282,10,0
71,51,42127,8,0
95,92,45302,11,0
93,64,61412,8,0
85,19,582879,117,637
99,58,45128,9,0
58,5,96338,10,0
97,74,41194,11,0
40,29,49029,8,0
96,22,41732,10,0
63,12,143722,26,78
62,27,521125,97,702
82,45,552314,115,859
100,31,42296,9,0
95,80,49138,10,0
42,17,630852,140,542
33,21,46528,10,0
59,17,355884,92,955
28,14,37204,8,0
30,11,51475,9,0
31,15,46005,9,0
8,3,48220,9,0
88,63,376631,68,330
86,49,250713,45,590
67,26,58972,11,0
93,82,51278,8,0
83,80,48922,10,0
34,28,54354,7,0
93,39,46415,9,0
64,11,463720,104,948
39,18,46814,9,0
93,1,51407,8,0
95,19,47477,8,0
62,48,557410,109,396
55,49,472273,80,1526
70,31,50626,7,0
87,9,93428,18,41
54,11,98938,17,39
33,23,50381,10,0
82,13,402353,69,617
80,16,45067,9,0
89,19,42779,8,0
99,31,54753,11,0
96,21,43668,8,0
75,13,46135,8,0
50,29,41575,21,0
71,12,49887,6,0
73,63,52240,8,0
80,2,50057,9,0
73,28,42930,8,0
89,6,55555,11,0
15,4,52227,9,0
79,51,61888,9,0
65,18,48369,8,0
15,9,368355,95,286
99,20,48694,14,0
58,23,459926,85,358
87,34,608517,117,472
83,39,455405,84,354
58,44,566205,102,1023
78,64,46980,7,0
86,47,599109,101,1249
66,54,46108,8,0
88,83,409272,89,508
58,7,52856,9,0
44,30,53199,7,0
42,22,458960,106,432
95,5,49633,10,0
93,61,46542,7,0
67,17,423638,69,546
66,43,46831,10,0
51,17,431667,135,430
87,15,565159,287,2859
72,48,47706,8,0
29,23,43267,9,0
72,27,48521,8,0
67,58,47145,8,0
71,49,44292,9,0
70,50,48193,7,0
91,21,37886,8,0
88,82,47796,8,0
95,44,47960,8,0
63,25,445832,94,412
100,39,41344,8,0
78,25,49382,10,0
44,20,54239,9,0
83,74,364489,63,552
26,21,466096,89,483
84,76,369154,77,807
52,40,472516,103,372
57,13,242288,45,397
61,29,395483,532,412
68,32,43455,10,0
89,31,51347,9,0
65,63,226030,258,250
64,20,122147,21,267
46,24,48604,11,0
49,5,39178,9,0
61,43,375751,115,396
82,40,100923,16,40
65,39,48791,7,0
85,33,101211,19,41
20,5,90142,16,37
33,9,50435,9,0
72,70,373330,82,932
72,36,52817,7,0
80,29,48146,5,0
80,51,51639,8,0
88,33,858560,206,992
95,50,61660,6,0
83,45,375209,74,265
98,14,42700,8,0
71,20,66200,9,0
83,33,493424,85,680
59,14,209323,41,297
84,61,482221,95,584
23,5,94458,18,45
91,16,51395,4,0
52,49,423445,81,1065
37,2,46945,9,0
19,1,42929,11,0
62,11,413497,69,634
73,56,105523,8,0
68,11,53734,8,0
94,9,49647,7,0
60,26,600305,201,2498
81,21,48804,7,0
88,40,49204,7,0
75,58,44376,8,0
73,15,51449,8,0
82,36,533058,103,838
86,62,446247,251,992
70,48,42078,9,0
73,57,39869,8,0
39,25,41937,8,0
81,56,55671,8,0
86,9,43158,8,0
94,80,45448,8,0
64,5,48045,11,0
61,28,415942,74,1308
63,42,239833,41,141
92,33,45160,8,0
51,41,427566,87,338
48,8,46627,8,0
76,1,50640,8,0
78,15,46233,12,0
73,65,52186,9,0
69,61,50342,7,0
47,2,45036,8,0
87,43,402731,75,327
75,51,52077,8,0
80,14,56122,9,0
91,24,47828,12,0
57,40,475402,96,4711
95,3,45510,8,0
85,11,384668,65,1198
96,33,43991,8,0
80,56,282736,51,493
87,5,506545,126,381
67,42,41714,8,0
60,49,62800,12,0
95,45,46567,9,0
53,52,425922,86,344
21,4,47836,8,0
98,57,50418,8,0
97,56,74126,7,0
93,48,44722,8,0
95,34,49107,9,0
84,2,85736,24,54
56,52,489817,106,578
44,35,158948,27,152
64,52,98890,18,47
89,68,177074,805,1824
50,46,47872,8,0
91,37,43315,9,0
28,2,40966,8,0
64,45,513228,91,365
74,16,47718,11,0
31,26,36978,8,0
92,26,35560,7,0
95,39,51836,9,0
67,36,40074,12,0
96,57,44679,7,0
57,53,363561,59,824
51,36,370280,72,267
87,41,419747,77,470
90,75,52529,6,0
49,39,44642,9,0
38,34,42258,8,0
70,12,48710,8,0
87,16,461737,83,389
68,23,49365,8,0
51,23,424254,110,356
43,9,486360,143,414
58,52,410944,77,902
63,55,404222,76,298
21,15,301509,60,250
71,33,39611,9,0
60,55,58160,9,0
58,41,51832,8,0
57,46,463324,75,305
76,13,43272,8,0
72,57,47790,7,0
35,18,42193,8,0
89,3,46538,8,0
90,54,43612,7,0
86,11,99242,15,45
64,28,409748,76,410
68,9,50562,8,0
68,3,44645,8,0
87,83,585732,118,11962
80,71,313566,56,191
52,31,319666,67,235
44,19,50224,7,0
68,42,45676,8,0
94,3,35788,5,0
56,18,432885,89,314
98,49,47573,7,0
85,77,98919,15,38
73,14,39750,8,0
60,48,191347,24,102
38,15,42685,7,0
100,2,48653,7,0
90,28,45163,9,0
94,45,43333,8,0
96,37,46767,8,0
95,56,52758,8,0
40,15,47570,8,0
94,71,45270,9,0
93,36,44000,8,0
73,7,53790,8,0
93,58,41424,8,0
93,22,37364,8,0
84,29,324667,56,492
61,50,421391,80,421
59,20,443563,84,865
54,45,346525,58,228
32,1,46418,9,0
80,79,588163,99,1439
31,23,50291,9,0
84,24,439161,102,774
60,18,1266924,257,1316
92,46,49723,32,0
72,26,54084,7,0
86,57,633120,113,623
48,23,143599,24,75
16,10,421631,86,313
34,5,47328,10,0
82,17,555837,95,431
75,15,46999,8,0
77,70,48077,8,0
31,17,41973,7,0
22,3,373751,100,286
10,9,497226,94,421
99,72,47115,8,0
59,45,737919,110,5126
67,39,45557,7,0
69,67,52855,7,0
92,90,254167,43,1426
73,36,48528,7,0
60,19,492773,86,623
66,7,46619,6,0
33,2,54415,8,0
31,21,46659,9,0
38,27,50331,8,0
81,67,37002,10,0
62,45,391192,73,290
94,19,36415,7,0
57,55,421661,87,299
55,20,562056,105,903
31,3,49819,8,0
90,9,51500,7,0
89,63,44842,7,0
65,61,440382,83,617
36,16,47238,8,0
37,22,44464,9,0
90,83,42520,8,0
42,20,50580,10,0
28,26,49289,8,0
36,28,47696,9,0
45,15,45464,9,0
81,66,47568,8,0
56,2,46940,9,0
71,16,51003,8,0
74,28,43183,8,0
86,50,502451,81,2053
68,60,48770,8,0
68,28,46660,9,0
92,79,111189,15,35
86,46,231771,39,129
54,9,98165,17,38
68,8,50344,8,0
98,30,44883,8,0
98,38,41933,8,0
80,59,217307,45,2449
77,15,50253,9,0
42,24,46049,9,0
50,27,45374,10,0
82,21,228513,74,276
46,18,108988,16,37
20,1,42688,9,0
40,7,50517,9,0
79,69,42928,9,0
79,37,45997,8,0
81,31,53110,6,0
69,41,55369,27,0
23,1,47804,9,0
85,20,480824,119,1911
75,12,51722,8,0
25,5,483712,85,343
7,5,93734,15,40
86,52,766956,209,978
94,82,57779,9,0
71,31,44883,9,0
76,7,46815,8,0
45,7,43733,9,0
99,97,149600,21,67
76,52,45475,8,0
83,48,339249,63,269
82,1,45038,9,0
88,26,813700,199,4029
44,43,94107,15,38
33,26,44677,10,0
46,36,49651,8,0
49,8,50543,8,0
80,6,54062,9,0
78,75,400027,70,828
92,65,91644,45,164
98,54,52638,8,0
75,25,47468,8,0
81,59,118588,17,51
87,71,507119,107,1559
97,45,45795,6,0
85,26,429535,92,580
60,32,454988,80,714
40,26,49643,8,0
70,36,46080,9,0
46,12,41774,8,0
83,8,50305,8,0
85,1,1201896,206,2948
57,54,415860,97,2680
70,47,176507,35,170
38,7,41106,9,0
84,32,107257,27,82
68,65,155649,42,210
32,22,41946,8,0
55,29,383693,77,1714
96,53,37078,7,0
78,48,85846,17,84
91,71,47885,20,0
70,66,202983,31,146
98,58,46473,8,0
85,59,623793,112,508
58,30,362002,94,567
91,30,44060,8,0
77,12,46474,9,0
70,41,42724,8,0
79,67,57100,10,0
24,11,235610,42,152
61,41,332714,58,468
85,16,850930,139,1262
84,57,243082,43,206
76,72,172733,37,139
47,4,43876,8,0
88,39,519640,101,362
70,55,45097,8,0
18,5,43303,9,0
95,38,49515,8,0
95,87,41439,9,0
83,76,424050,110,560
78,38,40934,9,0
47,38,268595,44,226
27,9,313439,63,308
59,50,1335789,456,8269
3,2,44270,8,0
67,44,44018,8,0
77,46,55090,8,0
71,3,45647,9,0
46,43,45721,9,0
46,39,47397,10,0
64,48,261352,49,267
93,12,46657,8,0
54,18,336067,67,245
7,3,48055,8,0
95,25,49343,10,0
93,43,41835,8,0
98,31,50309,8,0
69,54,50414,10,0
29,4,44267,9,0
89,21,49714,9,0
83,3,270177,50,194
60,3,514769,87,408
78,68,136013,27,85
85,42,390050,68,317
54,5,99164,18,41
99,10,45239,7,0
57,42,269790,58,711
83,6,48054,7,0
81,15,44461,8,0
41,2,45336,7,0
91,78,51218,10,0
92,44,57120,10,0
60,30,37492,8,0
27,26,442008,77,316
81,10,46608,11,0
91,83,77538,9,0
79,22,52543,9,0
87,3,101363,23,551
93,25,45052,11,0
95,86,44157,8,0
82,47,330934,62,358
79,31,53133,8,0
95,12,45964,7,0
98,39,43928,8,0
76,2,42335,8,0
97,7,48390,8,0
73,21,50931,9,0
66,40,45765,8,0
71,36,48457,7,0
77,51,44862,16,0
39,29,41171,10,0
91,20,45018,8,0
100,92,44966,8,0
97,71,47937,7,0
11,6,294509,54,507
44,28,80499,1772,0
76,3,41852,9,0
99,54,50422,20,0
92,11,48201,8,0
43,14,660903,240,1000
100,65,43361,7,0
91,57,47466,8,0
82,74,44995,7,0
55,15,91064,16,41
95,27,50976,9,0
94,79,50979,9,0
67,1,41671,9,0
88,27,559663,124,2128
93,66,49092,7,0
99,33,53046,7,0
87,73,696268,126,805
83,64,415906,83,319
78,47,54367,8,0
72,45,42918,9,0
46,1,43505,8,0
80,62,151156,41,77
65,60,437043,88,320
69,60,48196,8,0
72,59,54711,8,0
41,11,49811,10,0
8,4,95965,19,42
61,31,404171,73,522
82,28,257000,61,173
15,7,362074,106,360
82,5,57689,9,0
54,31,91052,18,47
99,42,48109,9,0
15,14,969114,203,1380
82,67,50397,7,0
72,46,48621,8,0
53,34,52227,7,0
77,1,55429,8,0
69,38,54124,8,0
62,43,51823,8,0
51,30,416532,78,342
27,7,46876,7,0
88,13,218451,25,174
28,10,42460,7,0
80,43,310499,42,3100
63,14,417097,80,431
90,65,36038,7,0
66,42,49273,8,0
72,43,43800,8,0
85,17,349911,61,451
11,10,583921,115,467
68,31,46536,7,0
59,22,288595,55,936
54,39,48438,11,0
84,36,322700,56,232
98,71,43628,7,0
93,51,42311,8,0
97,76,97464,17,42
23,16,545160,125,392
95,63,49436,9,0
12,8,281606,50,1654
92,47,44559,8,0
71,28,42635,8,0
30,2,42974,8,0
77,19,47925,11,0
92,35,47302,8,0
67,61,43736,12,0
86,35,482200,90,460
55,5,49801,9,0
75,54,59094,7,0
43,41,52248,8,0
15,3,367929,80,371
61,32,531988,94,684
78,32,42262,10,0
92,41,39216,8,0
97,89,47483,8,0
92,74,42752,7,0
88,77,426493,87,836
71,27,46863,8,0
61,10,223223,47,729
84,67,535411,101,1924
40,11,48729,7,0
41,22,51805,12,0
63,8,98053,20,96
83,40,40363,8,0
55,41,383763,90,841
60,25,549537,118,6045
91,58,40184,8,0
91,60,44276,8,0
93,2,50488,8,0
93,54,48965,7,0
95,14,48081,8,0
78,29,46436,6,0
91,50,46917,8,0
58,39,436183,82,452
54,33,101094,17,44
64,35,400468,79,313
90,49,49841,7,0
62,8,45926,9,0
71,6,145859,25,121
43,26,47053,8,0
78,52,48993,11,0
12,1,41247,9,0
58,43,501150,111,1310
58,13,148531,26,306
89,78,156509,924,104
82,8,522825,140,431
98,66,50716,12,0
87,8,285954,55,207
61,14,377482,64,333
71,67,48577,12,0
70,49,50913,8,0
44,29,105135,19,36
72,53,53880,8,0
22,16,141257,24,78
28,25,49281,10,0
84,31,607015,119,1071
99,55,49886,8,0
100,8,910216,204,748
20,18,325499,65,228
10,5,96539,14,46
79,40,45384,22,0
35,1,39771,8,0
54,50,250585,46,320
68,6,47223,44,0
80,15,44642,8,0
42,40,38153,8,0
65,43,453680,79,1710
88,71,917964,162,3484
53,38,43341,8,0
83,43,427291,96,402
66,58,41080,5,0
99,84,45468,7,0
95,26,44567,8,0
96,23,47227,8,0
94,37,46495,7,0
80,37,49634,8,0
69,6,39993,7,0
58,33,483662,89,619
81,79,49815,8,0
74,2,45749,10,0
55,26,53463,8,0
51,26,474753,97,484
68,24,48898,8,0
52,38,394697,81,1430
41,40,41951,20,0
48,2,43020,9,0
100,18,44178,9,0
81,2,47708,9,0
67,8,496605,100,397
90,10,50492,8,0
58,27,702264,121,524
74,41,51261,9,0
57,32,124072,59,91
96,55,45827,7,0
95,17,51022,8,0
61,9,585696,209,3616
57,9,180180,43,1279
41,15,39849,9,0
59,55,500705,130,714
39,9,50687,8,0
49,23,51028,9,0
98,4,37529,8,0
9,1,47131,10,0
84,42,378819,88,310
70,1,48087,24,0
46,41,69959,10,0
76,10,43940,5,0
67,64,45820,9,0
56,24,405993,84,312
53,41,326419,69,802
87,75,155098,52,2868
9,8,45569,7,0
73,19,61468,8,0
55,14,101384,18,39
88,73,160115,34,159
74,61,382207,71,730
57,23,965225,197,5105
43,19,345217,65,1069
65,24,127085,24,74
76,55,47181,8,0
42,5,93169,19,41
77,60,370227,58,9273
79,78,42110,9,0
85,27,480881,101,1242
92,62,55422,8,0
60,37,365731,66,1447
71,2,366069,56,226
90,11,44321,11,0
46,22,48797,10,0
58,42,436537,100,388
75,3,43370,8,0
72,21,51966,7,0
77,34,50343,10,0
91,67,49690,8,0
42,2,91375,19,35
81,51,64970,8,0
94,55,51526,8,0
89,71,209720,32,178
73,30,45161,8,0
74,65,271370,57,203
75,36,47136,9,0
18,8,381934,89,648
46,4,42600,10,0
70,6,41768,9,0
45,6,44214,8,0
93,69,48223,8,0
62,9,349906,71,262
71,38,58856,8,0
24,23,52910,7,0
100,5,39436,7,0
92,30,53651,8,0
90,79,50342,9,0
98,48,49741,8,0
81,78,45084,8,0
18,6,96274,15,103
96,43,44794,10,0
89,40,42160,6,0
59,51,42311,6,0
46,11,51175,11,0
38,23,40902,9,0
87,31,296868,69,183
85,54,50342,7,0
92,61,40238,9,0
64,36,306107,59,258
74,32,49808,8,0
66,18,42184,10,0
92,78,45553,8,0
75,67,41321,5,0
81,80,48245,8,0
82,41,318656,66,405
80,8,48642,8,0
36,27,49046,8,0
40,13,49560,7,0
39,1,50613,9,0
48,40,462651,169,348
85,37,95381,19,233
83,9,345072,65,333
59,13,618934,213,455
75,2,46492,9,0
34,21,170434,50,118
60,47,336783,50,328
96,54,40655,6,0
88,67,405110,76,326
83,14,497400,103,365
72,8,48931,8,0
96,95,45608,8,0
94,14,44659,7,0
79,46,45750,8,0
13,6,150605,23,92
34,22,219227,48,158
53,6,139290,25,74
80,21,45884,8,0
